created_at, provider, input_len, billed_prompt_len, billed_output_len, cached_tokens, duration (ms)
1760882679, harvard_openai, 10, 25, 1, 0, 686
1760882680, harvard_openai, 100, 25, 1, 0, 462
1760882682, harvard_openai, 100, 25, 1, 0, 475
1760886332, harvard_openai, 10, 25, 1, 0, 393
1760886335, harvard_openai, 10, 25, 1, 0, 360
1760886335, harvard_openai, 100, 25, 1, 0, 893
1760886338, harvard_openai, 100, 25, 1, 0, 588
1760889986, harvard_openai, 10, 25, 1, 0, 685
1760889989, harvard_openai, 10, 25, 1, 0, 557
1760889990, harvard_openai, 100, 25, 1, 0, 504
1760889992, harvard_openai, 100, 25, 1, 0, 480
1760893644, harvard_openai, 10, 25, 1, 0, 573
1760893646, harvard_openai, 10, 25, 1, 0, 409
1760893646, harvard_openai, 100, 25, 1, 0, 459
1760893649, harvard_openai, 100, 25, 1, 0, 392
1760897299, harvard_openai, 10, 25, 1, 0, 1126
1760897302, harvard_openai, 10, 25, 1, 0, 403
1760897302, harvard_openai, 100, 25, 1, 0, 540
1760897305, harvard_openai, 100, 25, 1, 0, 556
1760900952, harvard_openai, 10, 25, 1, 0, 364
1760900954, harvard_openai, 10, 25, 1, 0, 496
1760900955, harvard_openai, 100, 25, 1, 0, 587
1760900958, harvard_openai, 100, 25, 1, 0, 580
1760904605, harvard_openai, 10, 25, 1, 0, 435
1760904607, harvard_openai, 10, 25, 1, 0, 691
1760904608, harvard_openai, 100, 25, 1, 0, 529
1760904610, harvard_openai, 100, 25, 1, 0, 650
1760908262, harvard_openai, 10, 25, 1, 0, 456
1760908264, harvard_openai, 10, 25, 1, 0, 607
1760908265, harvard_openai, 100, 25, 1, 0, 413
1760908268, harvard_openai, 100, 25, 1, 0, 2221
1760911920, harvard_openai, 10, 25, 1, 0, 572
1760911922, harvard_openai, 10, 25, 1, 0, 494
1760911923, harvard_openai, 100, 25, 1, 0, 733
1760911925, harvard_openai, 100, 25, 1, 0, 614
1760915571, harvard_openai, 10, 25, 1, 0, 413
1760915574, harvard_openai, 10, 25, 1, 0, 449
1760915574, harvard_openai, 100, 25, 1, 0, 397
1760915577, harvard_openai, 100, 25, 1, 0, 448
1760919226, harvard_openai, 10, 25, 1, 0, 540
1760919229, harvard_openai, 10, 25, 1, 0, 584
1760919229, harvard_openai, 100, 25, 1, 0, 688
1760919232, harvard_openai, 100, 25, 1, 0, 622
1760922878, harvard_openai, 10, 25, 1, 0, 573
