created_at, provider, input_len, billed_prompt_len, billed_output_len, cached_tokens, duration (ms)
1760800394, meta, 30000, 30797, 11, 0, 943
1760800395, meta, 100000, 105902, 57, 0, 10036
1760800407, meta, 100000, 105902, 9, 0, 9336
1760804197, meta, 10, 28, 2, 0, 298
1760804200, meta, 10, 28, 2, 0, 274
1760804200, meta, 100, 28, 2, 0, 273
1760804202, meta, 100, 28, 2, 0, 259
1760804202, meta, 1000, 889, 2, 0, 319
1760804205, meta, 1000, 889, 3, 0, 302
1760804205, meta, 3000, 2714, 3, 0, 436
1760804207, meta, 3000, 2714, 3, 0, 438
1760804208, meta, 10000, 9975, 11, 0, 1017
1760804211, meta, 10000, 9975, 12, 0, 1043
1760804212, meta, 30000, 30796, 347, 0, 6628
1760804221, meta, 30000, 30796, 13, 0, 969
1760804222, meta, 100000, 105901, 12, 0, 9100
1760804233, meta, 100000, 105901, 11, 0, 9088
1760807953, meta, 10, 28, 2, 0, 363
1760807956, meta, 10, 28, 2, 0, 369
1760807956, meta, 100, 28, 2, 0, 315
1760807959, meta, 100, 28, 2, 0, 326
1760807959, meta, 1000, 889, 3, 0, 367
1760807961, meta, 1000, 889, 3, 0, 378
1760807962, meta, 3000, 2714, 3, 0, 844
1760807964, meta, 3000, 2714, 3, 0, 468
1760807965, meta, 10000, 9975, 11, 0, 991
1760807968, meta, 10000, 9975, 11, 0, 1035
1760807969, meta, 30000, 30796, 12, 0, 2334
1760807973, meta, 30000, 30796, 229, 0, 5281
1760807979, meta, 100000, 105901, 12, 0, 9227
1760807990, meta, 100000, 0, 0, 0, -1000
1760811700, meta, 10, 28, 2, 0, 254
1760811702, meta, 10, 28, 2, 0, 399
1760811702, meta, 100, 28, 2, 0, 345
1760811705, meta, 100, 28, 2, 0, 397
1760811705, meta, 1000, 889, 3, 0, 358
1760811707, meta, 1000, 889, 3, 0, 310
1760811708, meta, 3000, 2714, 3, 0, 449
1760811710, meta, 3000, 2714, 3, 0, 472
1760811711, meta, 10000, 9975, 11, 0, 960
1760811713, meta, 10000, 9975, 11, 0, 660
1760811714, meta, 30000, 30796, 9, 0, 2321
1760811718, meta, 30000, 30796, 11, 0, 1099
1760811720, meta, 100000, 105902, 9, 0, 9473
1760811731, meta, 100000, 105902, 2798, 0, 51786
1760815500, meta, 10, 28, 2, 0, 378
1760815502, meta, 10, 28, 2, 0, 358
1760815503, meta, 100, 28, 2, 0, 390
1760815505, meta, 100, 28, 2, 0, 385
1760815506, meta, 1000, 889, 2, 0, 323
1760815508, meta, 1000, 889, 3, 0, 488
1760815508, meta, 3000, 2714, 3, 0, 454
1760815511, meta, 3000, 2714, 3, 0, 406
1760815511, meta, 10000, 9975, 11, 0, 1078
1760815514, meta, 10000, 9975, 11, 0, 586
1760815515, meta, 30000, 30796, 47, 0, 2818
1760815520, meta, 30000, 30796, 14, 0, 866
1760815521, meta, 100000, 0, 0, 0, -1000
1760815524, meta, 100000, 105902, 21, 0, 9317
1760819307, meta, 10, 28, 2, 0, 396
1760819309, meta, 10, 28, 2, 0, 366
1760819309, meta, 100, 28, 2, 0, 347
1760819312, meta, 100, 28, 2, 0, 319
1760819312, meta, 1000, 889, 3, 0, 325
1760819314, meta, 1000, 889, 3, 0, 372
1760819315, meta, 3000, 2714, 2, 0, 641
1760819317, meta, 3000, 2714, 2, 0, 409
1760819318, meta, 10000, 9975, 11, 0, 973
1760819321, meta, 10000, 9975, 11, 0, 864
1760819322, meta, 30000, 30796, 11, 0, 2314
1760819326, meta, 30000, 30796, 242, 0, 3718
1760819330, meta, 100000, 105903, 330, 0, 14787
1760819346, meta, 100000, 105903, 13, 0, 9009
1760823071, meta, 10, 28, 2, 0, 280
1760823073, meta, 10, 28, 2, 0, 296
1760823073, meta, 100, 28, 2, 0, 264
1760823075, meta, 100, 28, 2, 0, 283
1760823076, meta, 1000, 889, 2, 0, 274
1760823078, meta, 1000, 889, 3, 0, 290
1760823078, meta, 3000, 2714, 3, 0, 412
1760823081, meta, 3000, 2714, 3, 0, 402
1760823081, meta, 10000, 9975, 11, 0, 932
1760823084, meta, 10000, 9975, 11, 0, 1024
1760823085, meta, 30000, 30796, 66, 0, 3104
1760823090, meta, 30000, 30796, 12, 0, 915
1760823091, meta, 100000, 0, 0, 0, -1000
1760823094, meta, 100000, 0, 0, 0, -1000
1760826804, meta, 10, 28, 2, 0, 320
1760826806, meta, 10, 28, 2, 0, 299
1760826807, meta, 100, 28, 2, 0, 389
1760826809, meta, 100, 28, 2, 0, 319
1760826809, meta, 1000, 889, 3, 0, 401
1760826812, meta, 1000, 889, 3, 0, 394
1760826812, meta, 3000, 2714, 3, 0, 488
1760826815, meta, 3000, 2714, 3, 0, 357
1760826815, meta, 10000, 9976, 3, 0, 812
1760826818, meta, 10000, 9976, 12, 0, 995
1760826819, meta, 30000, 30796, 11, 0, 2180
1760826823, meta, 30000, 30796, 15, 0, 949
1760826824, meta, 100000, 105902, 9, 0, 10898
1760826837, meta, 100000, 0, 0, 0, -1000
1760830555, meta, 10, 28, 2, 0, 319
1760830557, meta, 10, 28, 2, 0, 355
1760830557, meta, 100, 28, 2, 0, 361
1760830560, meta, 100, 28, 2, 0, 598
1760830560, meta, 1000, 889, 3, 0, 607
1760830563, meta, 1000, 889, 3, 0, 397
1760830563, meta, 3000, 2715, 3, 0, 450
1760830566, meta, 3000, 2715, 3, 0, 454
1760830566, meta, 10000, 9975, 11, 0, 1032
1760830569, meta, 10000, 9975, 11, 0, 760
1760830570, meta, 30000, 30796, 11, 0, 2296
1760830574, meta, 30000, 30796, 187, 0, 4538
1760830579, meta, 100000, 105903, 437, 0, 16501
1760830597, meta, 100000, 105903, 472, 0, 9354
1760834321, meta, 10, 28, 2, 0, 358
1760834323, meta, 10, 28, 2, 0, 349
1760834323, meta, 100, 28, 2, 0, 259
1760834326, meta, 100, 28, 2, 0, 334
1760834326, meta, 1000, 889, 3, 0, 374
1760834328, meta, 1000, 889, 3, 0, 391
1760834329, meta, 3000, 2714, 3, 0, 374
1760834331, meta, 3000, 2714, 3, 0, 497
1760834332, meta, 10000, 9975, 11, 0, 921
1760834335, meta, 10000, 9975, 11, 0, 649
1760834335, meta, 30000, 30797, 10, 0, 2600
1760834340, meta, 30000, 30797, 11, 0, 2203
1760834342, meta, 100000, 105902, 9, 0, 10590
1760834355, meta, 100000, 105902, 11, 0, 2222
1760838066, meta, 10, 28, 2, 0, 356
1760838068, meta, 10, 28, 2, 0, 315
1760838069, meta, 100, 28, 2, 0, 344
1760838071, meta, 100, 28, 2, 0, 327
1760838071, meta, 1000, 889, 2, 0, 367
1760838074, meta, 1000, 889, 3, 0, 408
1760838074, meta, 3000, 2714, 3, 0, 498
1760838076, meta, 3000, 2714, 3, 0, 416
1760838077, meta, 10000, 9975, 11, 0, 1000
1760838080, meta, 10000, 9975, 11, 0, 673
1760838081, meta, 30000, 30797, 54, 0, 2923
1760838085, meta, 30000, 30797, 10, 0, 1124
1760838087, meta, 100000, 105902, 13, 0, 9278
1760838098, meta, 100000, 105902, 9, 0, 2205
1760841804, meta, 10, 28, 2, 0, 300
1760841806, meta, 10, 28, 2, 0, 374
1760841807, meta, 100, 28, 2, 0, 382
1760841809, meta, 100, 28, 2, 0, 384
1760841809, meta, 1000, 889, 3, 0, 402
1760841812, meta, 1000, 889, 3, 0, 373
1760841812, meta, 3000, 2714, 3, 0, 500
1760841815, meta, 3000, 2714, 3, 0, 466
1760841815, meta, 10000, 9975, 3, 0, 826
1760841818, meta, 10000, 9975, 12, 0, 1050
1760841819, meta, 30000, 30796, 71, 0, 3177
1760841824, meta, 30000, 30796, 203, 0, 5151
1760841829, meta, 100000, 105901, 9, 0, 9227
1760841841, meta, 100000, 105901, 500, 0, 10040
1760845567, meta, 10, 28, 2, 0, 336
1760845570, meta, 10, 28, 2, 0, 338
1760845570, meta, 100, 28, 2, 0, 352
1760845572, meta, 100, 28, 2, 0, 361
1760845573, meta, 1000, 889, 3, 0, 353
1760845575, meta, 1000, 889, 2, 0, 339
1760845576, meta, 3000, 2714, 3, 0, 517
1760845578, meta, 3000, 2714, 3, 0, 528
1760845579, meta, 10000, 9975, 11, 0, 1015
1760845582, meta, 10000, 9975, 11, 0, 973
1760845583, meta, 30000, 30796, 50, 0, 2832
1760845587, meta, 30000, 30796, 39, 0, 2854
1760845590, meta, 100000, 105902, 9, 0, 9039
1760845601, meta, 100000, 105902, 488, 0, 16768
1760849398, meta, 10, 28, 2, 0, 404
1760849401, meta, 10, 28, 2, 0, 402
1760849401, meta, 100, 28, 2, 0, 326
1760849403, meta, 100, 28, 2, 0, 349
1760849404, meta, 1000, 889, 3, 0, 334
1760849406, meta, 1000, 889, 3, 0, 343
1760849406, meta, 3000, 2714, 3, 0, 455
1760849409, meta, 3000, 2714, 3, 0, 478
1760849409, meta, 10000, 9975, 11, 0, 1025
1760849412, meta, 10000, 9975, 12, 0, 1056
1760849413, meta, 30000, 30796, 9, 0, 2298
1760849418, meta, 30000, 30796, 90, 0, 1980
1760849420, meta, 100000, 105902, 9, 0, 9362
1760849431, meta, 100000, 105902, 264, 0, 13452
1760853153, meta, 10, 28, 2, 0, 370
1760853155, meta, 10, 28, 2, 0, 403
1760853156, meta, 100, 28, 2, 0, 383
1760853158, meta, 100, 28, 2, 0, 327
1760853158, meta, 1000, 889, 3, 0, 361
1760853161, meta, 1000, 889, 3, 0, 350
1760853161, meta, 3000, 2714, 3, 0, 535
1760853164, meta, 3000, 2714, 3, 0, 460
1760853164, meta, 10000, 9975, 12, 0, 987
1760853167, meta, 10000, 9975, 3, 0, 687
1760853168, meta, 30000, 30796, 11, 0, 2299
1760853172, meta, 30000, 30796, 11, 0, 2732
1760853175, meta, 100000, 105903, 13, 0, 9252
1760853186, meta, 100000, 105903, 9, 0, 2128
1760856901, meta, 10, 28, 2, 0, 284
1760856903, meta, 10, 28, 2, 0, 336
1760856903, meta, 100, 28, 2, 0, 324
1760856906, meta, 100, 28, 2, 0, 323
1760856906, meta, 1000, 889, 3, 0, 386
1760856908, meta, 1000, 889, 3, 0, 271
1760856909, meta, 3000, 2714, 3, 0, 449
1760856911, meta, 3000, 2714, 3, 0, 432
1760856911, meta, 10000, 9975, 11, 0, 967
1760856914, meta, 10000, 9975, 8, 0, 595
1760856915, meta, 30000, 30796, 11, 0, 2362
1760856919, meta, 30000, 30796, 13, 0, 984
1760856920, meta, 100000, 105903, 9, 0, 9001
1760856931, meta, 100000, 105903, 519, 0, 17208
1760860663, meta, 10, 28, 2, 0, 361
1760860665, meta, 10, 28, 2, 0, 370
1760860665, meta, 100, 28, 2, 0, 338
1760860668, meta, 100, 28, 2, 0, 317
1760860668, meta, 1000, 889, 2, 0, 339
1760860670, meta, 1000, 889, 3, 0, 351
1760860671, meta, 3000, 2714, 3, 0, 459
1760860673, meta, 3000, 2714, 3, 0, 466
1760860674, meta, 10000, 9975, 12, 0, 1052
1760860677, meta, 10000, 9975, 3, 0, 887
1760860678, meta, 30000, 30796, 39, 0, 2744
1760860682, meta, 30000, 30796, 126, 0, 2706
1760860685, meta, 100000, 105902, 373, 0, 15310
1760860702, meta, 100000, 105902, 21, 0, 9311
1760864421, meta, 10, 28, 2, 0, 348
1760864423, meta, 10, 28, 2, 0, 320
1760864423, meta, 100, 28, 2, 0, 360
1760864426, meta, 100, 28, 2, 0, 344
1760864426, meta, 1000, 889, 3, 0, 393
1760864428, meta, 1000, 889, 3, 0, 354
1760864429, meta, 3000, 2714, 2, 0, 467
1760864431, meta, 3000, 2714, 2, 0, 446
1760864432, meta, 10000, 9975, 11, 0, 989
1760864435, meta, 10000, 9975, 11, 0, 968
1760864436, meta, 30000, 30796, 12, 0, 2327
1760864440, meta, 30000, 30796, 446, 0, 7598
1760864448, meta, 100000, 105903, 9, 0, 9320
1760864459, meta, 100000, 105903, 13, 0, 9201
1760868187, meta, 10, 28, 2, 0, 334
1760868189, meta, 10, 28, 2, 0, 346
1760868190, meta, 100, 28, 2, 0, 333
1760868192, meta, 100, 28, 2, 0, 337
1760868192, meta, 1000, 889, 3, 0, 360
1760868195, meta, 1000, 889, 3, 0, 418
1760868195, meta, 3000, 2714, 3, 0, 454
1760868198, meta, 3000, 2714, 3, 0, 453
1760868198, meta, 10000, 9975, 11, 0, 974
1760868201, meta, 10000, 9975, 11, 0, 586
1760868202, meta, 30000, 30796, 11, 0, 2296
1760868206, meta, 30000, 30796, 12, 0, 2364
1760868208, meta, 100000, 105903, 11, 0, 9213
1760868219, meta, 100000, 105903, 158, 0, 4981
1760871935, meta, 10, 28, 2, 0, 633
1760871938, meta, 10, 28, 2, 0, 328
1760871938, meta, 100, 28, 2, 0, 359
1760871940, meta, 100, 28, 2, 0, 426
1760871941, meta, 1000, 889, 3, 0, 306
1760871943, meta, 1000, 889, 3, 0, 352
1760871943, meta, 3000, 2714, 3, 0, 492
1760871946, meta, 3000, 2714, 3, 0, 513
1760871946, meta, 10000, 9975, 11, 0, 1052
1760871949, meta, 10000, 9975, 11, 0, 996
1760871950, meta, 30000, 30796, 11, 0, 2337
1760871955, meta, 30000, 30796, 11, 0, 2286
1760871957, meta, 100000, 105902, 455, 0, 16101
1760871975, meta, 100000, 105902, 12, 0, 9127
1760875691, meta, 10, 28, 2, 0, 351
1760875694, meta, 10, 28, 2, 0, 405
1760875694, meta, 100, 28, 2, 0, 402
1760875697, meta, 100, 28, 2, 0, 351
1760875697, meta, 1000, 889, 3, 0, 324
1760875699, meta, 1000, 889, 3, 0, 406
1760875700, meta, 3000, 2714, 3, 0, 479
1760875702, meta, 3000, 2714, 3, 0, 382
1760875703, meta, 10000, 9975, 3, 0, 900
1760875705, meta, 10000, 9975, 3, 0, 880
1760875706, meta, 30000, 30796, 12, 0, 2310
1760875711, meta, 30000, 30796, 105, 0, 3828
1760875714, meta, 100000, 105902, 11, 0, 9480
1760875726, meta, 100000, 105902, 222, 0, 6191
1760879454, meta, 10, 28, 2, 0, 345
1760879456, meta, 10, 28, 2, 0, 390
1760879457, meta, 100, 28, 2, 0, 367
1760879459, meta, 100, 28, 2, 0, 430
1760879460, meta, 1000, 889, 2, 0, 438
1760879462, meta, 1000, 889, 2, 0, 1007
1760879463, meta, 3000, 2714, 3, 0, 473
1760879465, meta, 3000, 2714, 3, 0, 535
1760879466, meta, 10000, 9975, 11, 0, 1003
1760879469, meta, 10000, 9975, 11, 0, 1028
1760879470, meta, 30000, 30796, 11, 0, 2321
1760879474, meta, 30000, 30796, 11, 0, 1264
1760879476, meta, 100000, 105903, 700, 0, 20061
1760879498, meta, 100000, 105903, 9, 0, 2172
1760883213, meta, 10, 28, 2, 0, 415
1760883215, meta, 10, 28, 2, 0, 422
1760883215, meta, 100, 28, 2, 0, 412
1760883218, meta, 100, 28, 2, 0, 368
1760883218, meta, 1000, 889, 3, 0, 376
1760883221, meta, 1000, 889, 2, 0, 433
1760883221, meta, 3000, 2714, 3, 0, 477
1760883223, meta, 3000, 2714, 3, 0, 471
1760883224, meta, 10000, 9975, 11, 0, 1062
1760883227, meta, 10000, 9975, 11, 0, 968
1760883228, meta, 30000, 30795, 11, 0, 2384
1760883232, meta, 30000, 30795, 63, 0, 1787
1760883234, meta, 100000, 0, 0, 0, 61593
1760883298, meta, 100000, 0, 0, 0, -1000
1760887014, meta, 10, 28, 2, 0, 352
1760887016, meta, 10, 28, 2, 0, 8438
1760887024, meta, 100, 28, 2, 0, 396
1760887027, meta, 100, 28, 2, 0, 409
1760887027, meta, 1000, 889, 3, 0, 280
1760887030, meta, 1000, 889, 3, 0, 417
1760887030, meta, 3000, 2714, 3, 0, 550
1760887033, meta, 3000, 2714, 3, 0, 446
1760887033, meta, 10000, 9975, 11, 0, 1075
1760887036, meta, 10000, 9975, 12, 0, 577
1760887037, meta, 30000, 30796, 10, 0, 2205
1760887041, meta, 30000, 30796, 9, 0, 2264
1760887043, meta, 100000, 105903, 17, 0, 10498
1760887056, meta, 100000, 105903, 1145, 0, 18691
1760890785, meta, 10, 28, 2, 0, 401
1760890787, meta, 10, 28, 2, 0, 315
1760890787, meta, 100, 28, 2, 0, 345
1760890790, meta, 100, 28, 2, 0, 349
1760890790, meta, 1000, 889, 3, 0, 385
1760890792, meta, 1000, 889, 3, 0, 379
1760890793, meta, 3000, 2714, 3, 0, 426
1760890795, meta, 3000, 2714, 3, 0, 473
1760890796, meta, 10000, 9976, 11, 0, 926
1760890799, meta, 10000, 9976, 11, 0, 1018
1760890800, meta, 30000, 30797, 9, 0, 2337
1760890804, meta, 30000, 30797, 11, 0, 2524
1760890807, meta, 100000, 105901, 10, 0, 9615
1760890818, meta, 100000, 105901, 11, 0, 9158
1760894536, meta, 10, 28, 2, 0, 386
1760894538, meta, 10, 28, 2, 0, 394
1760894539, meta, 100, 28, 2, 0, 284
1760894541, meta, 100, 28, 2, 0, 273
1760894541, meta, 1000, 889, 3, 0, 608
1760894544, meta, 1000, 889, 3, 0, 389
1760894544, meta, 3000, 2714, 3, 0, 494
1760894547, meta, 3000, 2714, 3, 0, 471
1760894547, meta, 10000, 9975, 11, 0, 1043
1760894550, meta, 10000, 9975, 3, 0, 922
1760894551, meta, 30000, 30796, 10, 0, 3371
1760894557, meta, 30000, 30796, 15, 0, 1123
1760894558, meta, 100000, 105905, 11, 0, 9043
1760894569, meta, 100000, 105905, 9, 0, 2145
1760898287, meta, 10, 28, 2, 0, 356
1760898289, meta, 10, 28, 2, 0, 356
1760898290, meta, 100, 28, 2, 0, 315
1760898292, meta, 100, 28, 2, 0, 311
1760898292, meta, 1000, 889, 3, 0, 361
1760898295, meta, 1000, 889, 3, 0, 395
1760898295, meta, 3000, 2714, 3, 0, 491
1760898298, meta, 3000, 2714, 3, 0, 427
1760898298, meta, 10000, 9975, 11, 0, 978
1760898301, meta, 10000, 9975, 11, 0, 981
1760898302, meta, 30000, 30796, 11, 0, 2322
1760898306, meta, 30000, 30796, 11, 0, 2237
1760898309, meta, 100000, 105903, 13, 0, 9305
1760898320, meta, 100000, 105903, 439, 0, 8898
1760902038, meta, 10, 28, 2, 0, 367
1760902040, meta, 10, 28, 2, 0, 503
1760902041, meta, 100, 28, 2, 0, 350
1760902043, meta, 100, 28, 2, 0, 497
1760902043, meta, 1000, 889, 3, 0, 359
1760902046, meta, 1000, 889, 3, 0, 323
1760902046, meta, 3000, 2714, 3, 0, 482
1760902049, meta, 3000, 2714, 3, 0, 474
1760902049, meta, 10000, 9975, 11, 0, 981
1760902052, meta, 10000, 9975, 11, 0, 664
1760902053, meta, 30000, 30796, 13, 0, 2568
1760902057, meta, 30000, 30796, 74, 0, 1986
1760902059, meta, 100000, 105901, 13, 0, 9366
1760902071, meta, 100000, 105901, 57, 0, 9913
1760905799, meta, 10, 28, 2, 0, 391
1760905802, meta, 10, 28, 2, 0, 340
1760905802, meta, 100, 28, 2, 0, 325
1760905804, meta, 100, 28, 2, 0, 376
1760905805, meta, 1000, 889, 3, 0, 294
1760905807, meta, 1000, 889, 3, 0, 426
1760905808, meta, 3000, 2714, 3, 0, 465
1760905810, meta, 3000, 2714, 3, 0, 426
1760905810, meta, 10000, 9975, 11, 0, 1022
1760905813, meta, 10000, 9975, 11, 0, 644
1760905814, meta, 30000, 30796, 75, 0, 3183
1760905819, meta, 30000, 30796, 50, 0, 2885
1760905822, meta, 100000, 105902, 11, 0, 9227
1760905833, meta, 100000, 105902, 12, 0, 9116
1760909549, meta, 10, 28, 2, 0, 343
1760909551, meta, 10, 28, 2, 0, 288
1760909551, meta, 100, 28, 2, 0, 365
1760909554, meta, 100, 28, 2, 0, 462
1760909554, meta, 1000, 889, 3, 0, 418
1760909557, meta, 1000, 889, 3, 0, 397
1760909557, meta, 3000, 2714, 2, 0, 526
1760909559, meta, 3000, 2714, 3, 0, 397
1760909560, meta, 10000, 9976, 12, 0, 922
1760909563, meta, 10000, 9976, 11, 0, 735
1760909564, meta, 30000, 30796, 180, 0, 4815
1760909570, meta, 30000, 30796, 11, 0, 1086
1760909571, meta, 100000, 105902, 467, 0, 16809
1760909590, meta, 100000, 105902, 153, 0, 11624
1760913309, meta, 10, 28, 2, 0, 627
1760913311, meta, 10, 28, 2, 0, 517
1760913312, meta, 100, 28, 2, 0, 400
1760913314, meta, 100, 28, 2, 0, 357
1760913315, meta, 1000, 889, 3, 0, 382
1760913317, meta, 1000, 889, 3, 0, 356
1760913318, meta, 3000, 2714, 3, 0, 470
1760913320, meta, 3000, 2714, 3, 0, 425
1760913320, meta, 10000, 9975, 11, 0, 993
1760913323, meta, 10000, 9975, 11, 0, 992
1760913324, meta, 30000, 30796, 10, 0, 2435
1760913329, meta, 30000, 30796, 11, 0, 2320
1760913331, meta, 100000, 105903, 13, 0, 9171
1760913342, meta, 100000, 105903, 450, 0, 16185
1760917070, meta, 10, 28, 2, 0, 400
1760917073, meta, 10, 28, 2, 0, 417
1760917073, meta, 100, 28, 2, 0, 374
1760917075, meta, 100, 28, 2, 0, 351
1760917076, meta, 1000, 889, 3, 0, 362
1760917078, meta, 1000, 889, 3, 0, 356
1760917079, meta, 3000, 2714, 3, 0, 436
1760917081, meta, 3000, 2714, 3, 0, 478
1760917081, meta, 10000, 9975, 11, 0, 997
1760917084, meta, 10000, 9975, 11, 0, 961
1760917085, meta, 30000, 30796, 11, 0, 2357
1760917090, meta, 30000, 30796, 225, 0, 3993
1760917094, meta, 100000, 105901, 417, 0, 15644
1760917111, meta, 100000, 105901, 13, 0, 9117
1760920833, meta, 10, 28, 2, 0, 357
1760920835, meta, 10, 28, 2, 0, 340
1760920836, meta, 100, 28, 2, 0, 358
1760920838, meta, 100, 28, 2, 0, 407
1760920838, meta, 1000, 889, 2, 0, 395
1760920841, meta, 1000, 889, 2, 0, 393
1760920841, meta, 3000, 2714, 3, 0, 472
1760920844, meta, 3000, 2714, 3, 0, 376
1760920844, meta, 10000, 9975, 11, 0, 1002
1760920847, meta, 10000, 9975, 11, 0, 963
1760920848, meta, 30000, 30796, 12, 0, 2341
1760920852, meta, 30000, 30796, 12, 0, 2376
1760920855, meta, 100000, 105902, 21, 0, 9445
1760920866, meta, 100000, 105902, 78, 0, 10167
1760924587, meta, 10, 28, 2, 0, 408
1760924589, meta, 10, 28, 2, 0, 389
1760924590, meta, 100, 28, 2, 0, 262
1760924592, meta, 100, 28, 2, 0, 278
1760924592, meta, 1000, 889, 3, 0, 356
1760924594, meta, 1000, 889, 3, 0, 318
1760924595, meta, 3000, 2714, 3, 0, 496
1760924597, meta, 3000, 2714, 3, 0, 527
1760924598, meta, 10000, 9975, 11, 0, 919
1760924601, meta, 10000, 9975, 11, 0, 628
1760924601, meta, 30000, 30796, 11, 0, 2393
1760924606, meta, 30000, 30796, 12, 0, 2302
1760924608, meta, 100000, 105903, 60, 0, 10172
1760924620, meta, 100000, 105903, 13, 0, 9140
1760928341, meta, 10, 28, 2, 0, 351
1760928343, meta, 10, 28, 2, 0, 327
1760928344, meta, 100, 28, 2, 0, 306
1760928346, meta, 100, 28, 2, 0, 335
1760928346, meta, 1000, 889, 3, 0, 372
1760928349, meta, 1000, 889, 3, 0, 516
1760928349, meta, 3000, 2714, 3, 0, 429
1760928352, meta, 3000, 2714, 3, 0, 459
1760928352, meta, 10000, 9975, 11, 0, 956
1760928355, meta, 10000, 9975, 11, 0, 1000
1760928356, meta, 30000, 30796, 60, 0, 2948
1760928361, meta, 30000, 30796, 10, 0, 1011
1760928362, meta, 100000, 105901, 11, 0, 9321
1760928373, meta, 100000, 105901, 319, 0, 7059
1760932092, meta, 10, 28, 2, 0, 394
1760932094, meta, 10, 28, 2, 0, 528
1760932095, meta, 100, 28, 2, 0, 333
1760932097, meta, 100, 28, 2, 0, 301
1760932097, meta, 1000, 889, 2, 0, 410
1760932100, meta, 1000, 889, 2, 0, 436
1760932100, meta, 3000, 2714, 3, 0, 375
1760932103, meta, 3000, 2714, 3, 0, 433
1760932103, meta, 10000, 9975, 3, 0, 1010
1760932106, meta, 10000, 9975, 12, 0, 908
1760932107, meta, 30000, 30796, 43, 0, 2761
1760932112, meta, 30000, 30796, 116, 0, 3912
1760932116, meta, 100000, 105901, 11, 0, 9219
1760932127, meta, 100000, 105901, 340, 0, 14667
1760935916, meta, 10, 28, 2, 0, 470
1760935919, meta, 10, 28, 2, 0, 344
1760935919, meta, 100, 28, 2, 0, 460
1760935922, meta, 100, 28, 2, 0, 377
1760935922, meta, 1000, 889, 3, 0, 441
1760935925, meta, 1000, 889, 3, 0, 354
1760935925, meta, 3000, 2714, 3, 0, 523
1760935927, meta, 3000, 2714, 3, 0, 441
1760935928, meta, 10000, 9975, 11, 0, 998
1760935931, meta, 10000, 9975, 11, 0, 642
1760935931, meta, 30000, 30796, 11, 0, 2364
1760935936, meta, 30000, 30796, 34, 0, 1356
1760935937, meta, 100000, 105901, 13, 0, 9133
1760935948, meta, 100000, 105901, 12, 0, 9258
1760939660, meta, 10, 28, 2, 0, 272
1760939663, meta, 10, 28, 2, 0, 265
1760939663, meta, 100, 28, 2, 0, 310
1760939665, meta, 100, 28, 2, 0, 268
1760939665, meta, 1000, 889, 3, 0, 324
1760939668, meta, 1000, 889, 3, 0, 400
1760939668, meta, 3000, 2714, 3, 0, 379
1760939671, meta, 3000, 2714, 3, 0, 355
1760939671, meta, 10000, 9975, 11, 0, 903
1760939674, meta, 10000, 9975, 11, 0, 971
1760939675, meta, 30000, 30796, 59, 0, 3463
1760939680, meta, 30000, 30796, 12, 0, 1172
1760939681, meta, 100000, 0, 0, 0, -1000
1760939703, meta, 100000, 105903, 17, 0, 13752
1760943425, meta, 10, 28, 2, 0, 378
1760943427, meta, 10, 28, 2, 0, 364
1760943428, meta, 100, 28, 2, 0, 333
1760943430, meta, 100, 28, 2, 0, 327
1760943430, meta, 1000, 889, 3, 0, 370
1760943433, meta, 1000, 889, 3, 0, 376
1760943433, meta, 3000, 2714, 3, 0, 473
1760943436, meta, 3000, 2714, 3, 0, 443
1760943436, meta, 10000, 9976, 11, 0, 1184
1760943439, meta, 10000, 9976, 11, 0, 716
1760943440, meta, 30000, 30796, 11, 0, 2758
1760943445, meta, 30000, 30796, 11, 0, 2624
1760943447, meta, 100000, 105903, 13, 0, 10421
1760943460, meta, 100000, 105903, 9, 0, 11030
1760947188, meta, 10, 28, 2, 0, 357
1760947191, meta, 10, 28, 2, 0, 348
1760947191, meta, 100, 28, 2, 0, 340
1760947193, meta, 100, 28, 2, 0, 378
1760947194, meta, 1000, 889, 3, 0, 372
1760947196, meta, 1000, 889, 3, 0, 284
1760947196, meta, 3000, 2714, 3, 0, 537
1760947199, meta, 3000, 2714, 3, 0, 468
1760947199, meta, 10000, 9975, 11, 0, 1006
1760947202, meta, 10000, 9975, 11, 0, 791
1760947203, meta, 30000, 30796, 140, 0, 4263
1760947210, meta, 30000, 30796, 43, 0, 1394
1760947211, meta, 100000, 105901, 268, 0, 13196
1760947226, meta, 100000, 105901, 12, 0, 2388
1760950936, meta, 10, 28, 2, 0, 457
1760950939, meta, 10, 28, 2, 0, 348
1760950939, meta, 100, 28, 2, 0, 432
1760950942, meta, 100, 28, 2, 0, 317
1760950942, meta, 1000, 889, 3, 0, 382
1760950944, meta, 1000, 889, 3, 0, 346
1760950945, meta, 3000, 2714, 3, 0, 433
1760950947, meta, 3000, 2714, 3, 0, 404
1760950948, meta, 10000, 9975, 11, 0, 1019
1760950951, meta, 10000, 9975, 11, 0, 1040
1760950952, meta, 30000, 30796, 12, 0, 2284
1760950956, meta, 30000, 30796, 14, 0, 2328
1760950958, meta, 100000, 105904, 13, 0, 9277
1760950970, meta, 100000, 105904, 9, 0, 2277
1760954695, meta, 10, 28, 2, 0, 388
1760954697, meta, 10, 28, 2, 0, 358
1760954698, meta, 100, 28, 2, 0, 315
1760954700, meta, 100, 28, 2, 0, 430
